age,monthly_income,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,loan_paid_back,gender_encoded,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Widowed,education_level_encoded,employment_status_encoded,subgrade,grade_encoded,loan_purpose_Business,loan_purpose_Car,loan_purpose_Debt consolidation,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Other,loan_purpose_Vacation
60,7414.98,0.246,614,20683.06,8.7,60,426.34,6,83007.97,56619.79,1,0,1,1,False,False,True,False,1.0,1,2,4,True,False,False,False,False,False,False,False
73,2427.8,0.298,542,8960.03,13.47,60,206.03,2,35634.58,10123.6,7,0,1,0,False,True,False,False,2.0,0,4,6,False,False,False,False,True,False,False,False
49,3255.53,0.112,753,500.0,8.96,60,10.37,3,45195.42,7721.11,0,0,1,0,True,False,False,False,3.0,0,2,2,False,True,False,False,False,False,False,False
47,2709.47,0.106,647,12422.35,11.61,36,410.29,3,43133.03,6022.9,1,1,1,0,False,True,False,False,1.0,0,1,4,False,False,False,False,False,False,True,False
21,1504.47,0.223,848,13261.84,8.11,60,269.6,4,30186.75,5608.37,2,0,1,0,False,True,False,False,1.0,0,5,1,False,False,False,False,False,False,False,True
72,3340.6,0.273,740,18789.15,15.28,36,653.91,4,59222.2,6719.06,0,0,1,1,False,True,False,False,1.0,0,1,2,False,True,False,False,False,False,False,False
54,4097.12,0.091,731,500.0,9.77,36,16.08,3,28380.7,26939.88,3,0,1,1,False,False,True,False,2.0,0,4,3,False,False,False,False,True,False,False,False
24,2097.49,0.09,664,18763.65,12.15,60,418.81,6,36975.27,31927.43,1,0,1,0,False,False,True,False,2.0,0,3,4,False,False,False,False,False,False,True,False
44,856.72,0.412,724,40718.76,9.98,36,1313.5,5,19592.14,14574.04,3,0,1,0,True,False,False,False,1.0,0,4,3,False,False,True,False,False,False,False,False
41,3304.74,0.318,634,17039.88,9.86,36,548.71,5,58199.5,8259.39,2,0,1,1,True,False,False,False,2.0,0,3,4,False,False,True,False,False,False,False,False
53,6194.63,0.173,685,33085.03,13.44,60,760.26,7,48200.4,14763.82,1,1,1,0,False,False,True,False,2.0,0,5,3,False,True,False,False,False,False,False,False
27,2841.81,0.135,721,17720.5,13.16,36,598.44,4,51534.34,45371.68,0,0,1,1,False,False,True,False,1.0,0,4,3,False,True,False,False,False,False,False,False
21,2149.57,0.144,686,9725.5,12.24,36,324.14,2,35945.28,2019.35,2,0,1,0,False,True,False,False,2.0,2,5,3,False,False,True,False,False,False,False,False
61,4979.22,0.144,679,12848.14,15.32,36,447.4,4,54685.06,20924.7,2,0,1,0,False,True,False,False,2.0,1,4,3,True,False,False,False,False,False,False,False
23,2632.45,0.143,700,20821.99,14.87,36,720.48,3,33594.26,19903.58,0,1,0,1,False,False,True,False,2.0,4,2,3,False,False,True,False,False,False,False,False
64,2383.68,0.122,754,26982.55,14.31,36,926.27,9,34913.53,11475.73,2,0,1,0,False,False,True,False,2.0,0,3,2,False,False,True,False,False,False,False,False
71,2720.02,0.234,579,24563.15,16.45,36,869.03,10,57452.57,41298.85,1,0,0,0,False,False,False,True,1.0,0,1,6,False,False,True,False,False,False,False,False
35,2383.27,0.057,730,8844.21,10.1,60,188.35,5,37541.94,11400.8,2,0,1,1,False,False,True,False,3.0,0,5,3,False,False,True,False,False,False,False,False
51,2804.73,0.077,709,24587.57,11.87,36,815.13,7,52728.93,8463.36,0,0,1,1,False,False,True,False,1.0,0,4,3,False,False,False,False,False,True,False,False
74,3666.93,0.125,680,6142.85,8.59,36,194.17,7,55321.09,11115.71,4,0,1,1,False,True,False,False,2.0,0,3,3,True,False,False,False,False,False,False,False
36,6139.02,0.104,663,23312.03,13.8,36,794.49,8,88848.17,41342.77,2,0,0,0,False,False,True,False,2.0,4,5,4,False,False,False,False,True,False,False,False
30,816.59,0.128,600,21112.71,13.52,36,716.67,6,16704.12,6769.47,0,0,1,1,False,False,True,False,2.0,0,3,5,False,False,True,False,False,False,False,False
74,2273.03,0.23,644,21804.11,14.91,36,754.89,3,35075.63,27933.12,1,0,1,1,False,False,True,False,2.0,1,4,4,False,False,False,False,True,False,False,False
49,6914.17,0.069,622,12115.85,12.5,36,405.32,7,50865.01,28323.87,2,0,1,1,False,False,True,False,3.0,0,5,4,False,False,True,False,False,False,False,False
26,2389.24,0.265,668,1219.44,9.13,36,38.85,7,25971.22,12570.17,2,0,1,0,False,True,False,False,0.0,0,1,4,False,False,False,False,True,False,False,False
49,5889.48,0.101,762,7311.17,12.81,36,245.67,5,95488.38,68821.39,2,0,1,0,False,True,False,False,2.0,0,2,2,False,False,False,True,False,False,False,False
37,3393.45,0.184,646,6866.82,11.74,60,151.85,9,60227.91,32854.83,3,0,0,0,False,False,True,False,2.0,4,3,4,False,False,True,False,False,False,False,False
73,6955.16,0.01,635,500.0,14.93,36,17.32,7,92679.18,56450.2,2,1,1,1,False,False,True,False,3.0,0,2,4,False,False,True,False,False,False,False,False
42,3604.61,0.301,574,10245.25,16.87,60,253.91,7,66716.07,3699.64,5,0,1,0,False,False,True,False,1.0,0,4,6,False,False,False,False,False,False,True,False
44,6139.72,0.136,614,21792.0,16.8,60,539.25,6,62701.69,15459.52,1,1,0,0,False,False,True,False,1.0,0,3,4,False,True,False,False,False,False,False,False
37,3658.07,0.073,566,10450.73,13.23,36,353.29,5,43079.56,14872.03,1,0,1,1,False,True,False,False,3.0,2,2,6,False,False,True,False,False,False,False,False
41,5912.48,0.131,610,8327.98,14.83,60,197.38,2,59604.32,41677.87,6,0,1,1,False,False,True,False,2.0,0,1,4,False,False,True,False,False,False,False,False
71,8649.68,0.319,706,18611.07,13.7,36,633.37,5,116634.42,40984.45,2,0,1,0,False,True,False,False,2.0,0,3,3,False,False,True,False,False,False,False,False
70,4561.59,0.189,719,15370.49,12.99,60,349.65,1,30770.64,28919.18,3,0,0,0,False,True,False,False,2.0,0,4,3,False,False,True,False,False,False,False,False
31,5353.0,0.196,597,13458.49,14.84,36,465.49,5,65449.66,35787.54,7,0,0,0,False,False,True,False,2.0,2,5,5,False,False,True,False,False,False,False,False
27,2102.24,0.262,582,500.0,14.71,36,17.26,3,39393.81,5792.55,2,0,1,1,False,False,True,False,1.0,0,2,5,False,False,True,False,False,False,False,False
62,3030.22,0.096,629,22208.24,16.05,36,781.32,5,30768.06,19513.88,1,0,0,0,False,True,False,False,2.0,4,4,4,True,False,False,False,False,False,False,False
59,1393.14,0.098,731,12807.38,11.58,36,422.82,1,15149.66,4514.7,2,0,1,0,False,True,False,False,2.0,2,5,3,False,False,False,False,False,True,False,False
25,4111.89,0.078,631,7862.06,12.61,36,263.43,5,53995.12,35496.36,1,0,1,0,False,True,False,False,3.0,0,5,4,False,False,False,False,False,False,False,True
64,4981.25,0.088,677,24766.85,10.75,36,807.91,7,55271.06,12278.01,0,0,1,0,False,True,False,False,3.0,0,1,3,False,False,True,False,False,False,False,False
68,1529.25,0.245,699,27321.99,10.69,36,890.48,5,31961.19,10382.23,3,0,0,0,True,False,False,False,1.0,0,2,3,False,False,True,False,False,False,False,False
41,8712.56,0.255,650,9835.67,18.04,60,249.98,4,82090.87,57867.17,4,0,1,0,False,True,False,False,2.0,0,2,4,True,False,False,False,False,False,False,False
38,2407.38,0.222,638,22440.64,14.79,36,775.61,5,46105.93,21722.33,4,0,1,1,False,False,True,False,2.0,1,4,4,False,False,False,False,False,False,True,False
55,5449.76,0.059,647,21545.25,13.12,60,491.55,8,95381.2,65366.52,3,0,1,0,False,True,False,False,1.0,2,3,4,False,False,False,True,False,False,False,False
40,2551.14,0.231,690,20612.79,12.67,36,691.25,9,26105.7,3897.26,2,0,1,1,False,False,True,False,3.0,2,2,3,False,False,False,False,False,False,True,False
35,2629.95,0.181,703,26230.77,12.19,36,873.62,4,30940.9,19250.31,3,0,0,0,False,True,False,False,2.0,2,3,3,False,True,False,False,False,False,False,False
25,576.86,0.298,808,3153.89,14.62,36,108.74,4,12309.85,5931.08,2,0,1,1,False,False,True,False,2.0,0,5,1,False,False,False,False,False,False,False,True
33,3045.04,0.03,628,500.0,11.59,60,11.02,6,33280.36,9190.89,0,0,1,0,False,False,True,False,2.0,0,2,4,False,True,False,False,False,False,False,False
71,1584.08,0.137,689,10026.78,11.09,36,328.69,6,22380.56,6191.43,1,0,1,1,False,False,True,False,1.0,0,4,3,False,False,True,False,False,False,False,False
32,4833.28,0.194,767,500.0,9.58,36,16.04,8,57877.54,19187.72,1,0,1,0,False,False,True,False,2.0,2,1,2,False,False,False,False,True,False,False,False
75,1904.28,0.229,677,15143.89,11.52,60,333.21,9,22613.81,20419.63,1,0,1,1,False,True,False,False,2.0,0,5,3,False,False,True,False,False,False,False,False
41,2090.38,0.136,711,599.01,9.26,60,12.51,4,34163.14,23531.29,1,0,1,1,False,True,False,False,1.0,0,3,3,True,False,False,False,False,False,False,False
57,3011.09,0.231,714,500.0,13.88,60,11.6,5,56958.81,18405.84,2,0,1,0,False,False,True,False,1.0,2,1,3,False,True,False,False,False,False,False,False
26,5165.3,0.274,693,11864.95,12.03,36,394.26,4,88473.44,8693.56,1,0,0,0,False,True,False,False,2.0,0,5,3,False,False,False,False,False,False,True,False
27,3318.65,0.103,696,26201.84,15.39,60,628.72,0,53047.17,43807.71,1,0,0,1,False,True,False,False,1.0,4,2,3,False,False,True,False,False,False,False,False
46,2408.78,0.104,674,2097.59,13.68,60,48.46,6,30224.27,20921.39,3,0,1,1,False,True,False,False,1.0,0,4,3,False,True,False,False,False,False,False,False
62,4197.22,0.317,722,14500.8,10.54,60,311.97,1,74141.15,43403.71,1,0,0,1,False,False,True,False,0.0,4,2,3,False,False,True,False,False,False,False,False
68,3732.18,0.035,630,34233.67,13.4,36,1160.07,6,29843.84,2455.0,2,0,1,0,False,True,False,False,1.0,0,4,4,False,False,False,False,True,False,False,False
28,2335.23,0.193,670,18179.88,12.65,36,609.49,6,21934.23,14087.89,2,0,1,0,False,True,False,False,2.0,0,5,3,False,False,True,False,False,False,False,False
29,786.31,0.075,729,6780.9,14.22,36,232.48,7,17977.76,3044.57,0,0,1,0,False,True,False,False,1.0,0,2,3,False,False,True,False,False,False,False,False
47,6851.61,0.141,733,22904.0,15.79,36,802.86,6,128627.3,83521.57,1,0,1,1,False,False,True,False,0.0,0,5,3,False,False,True,False,False,False,False,False
24,2113.26,0.184,678,20195.25,13.35,36,683.87,3,25474.31,15239.82,0,0,1,1,False,False,True,False,2.0,1,4,3,False,False,True,False,False,False,False,False
41,4748.7,0.158,639,5538.49,17.12,60,138.0,1,38933.74,8363.4,1,0,1,0,False,False,True,False,1.0,0,2,4,False,False,False,False,True,False,False,False
51,4191.9,0.116,740,16070.86,7.75,36,501.75,4,74279.03,55463.4,0,0,1,1,False,False,True,False,3.0,0,5,2,False,False,True,False,False,False,False,False
41,1357.6,0.173,751,3527.01,9.87,60,74.71,8,18742.4,7997.65,2,0,1,0,False,False,True,False,3.0,0,1,2,False,True,False,False,False,False,False,False
60,2206.32,0.291,682,24267.99,13.13,36,819.2,8,44373.07,31549.44,3,0,1,1,False,True,False,False,2.0,1,5,3,False,False,True,False,False,False,False,False
45,1133.94,0.172,790,15617.97,8.42,36,492.44,4,14180.31,4490.96,3,0,1,0,False,True,False,False,3.0,0,3,2,False,True,False,False,False,False,False,False
59,1290.7,0.329,611,22682.94,17.8,36,817.77,5,25028.52,6667.65,0,0,1,0,False,False,True,False,1.0,0,3,4,False,False,True,False,False,False,False,False
35,2655.95,0.206,595,11917.08,15.24,36,414.51,9,52510.34,44589.41,2,0,1,1,False,True,False,False,2.0,0,5,5,True,False,False,False,False,False,False,False
73,4007.88,0.189,646,19083.73,14.75,60,451.5,4,70739.75,21253.55,2,0,0,0,False,False,True,False,2.0,4,5,4,False,False,True,False,False,False,False,False
55,6801.92,0.213,603,21658.97,13.42,36,734.17,1,90914.95,33900.34,1,0,1,0,False,False,True,False,3.0,2,3,5,False,False,False,True,False,False,False,False
69,2884.53,0.156,602,18352.16,11.31,36,603.52,5,24543.11,6601.39,0,0,1,1,False,True,False,False,2.0,0,1,5,False,False,True,False,False,False,False,False
63,1489.74,0.14,571,14838.31,13.13,36,500.89,7,28970.43,3762.86,0,0,1,1,False,True,False,False,3.0,0,5,6,False,False,False,False,False,False,True,False
61,3145.17,0.294,720,5903.44,11.74,60,130.54,3,47710.89,33967.02,0,0,0,0,False,True,False,False,1.0,0,1,3,False,False,False,False,False,False,True,False
57,2929.38,0.072,729,3078.26,11.93,60,68.37,4,24004.64,17098.26,1,0,1,1,False,False,True,False,2.0,0,4,3,True,False,False,False,False,False,False,False
62,2882.48,0.071,748,7191.12,9.15,36,229.18,2,52105.14,21778.91,3,0,1,0,False,False,True,False,2.0,3,2,2,False,False,True,False,False,False,False,False
67,3397.33,0.128,803,500.0,12.1,36,16.63,5,28817.9,8570.57,0,0,1,1,True,False,False,False,0.0,2,4,1,False,False,False,False,True,False,False,False
48,10676.94,0.035,666,28876.23,12.53,60,650.1,4,166008.56,35989.98,2,0,1,1,False,False,False,True,1.0,0,2,4,False,True,False,False,False,False,False,False
34,4265.74,0.233,678,16684.1,9.9,36,537.57,8,52827.12,48355.44,1,0,1,1,False,False,True,False,3.0,0,5,3,False,False,False,False,True,False,False,False
24,1241.28,0.067,707,6089.06,12.89,36,204.84,3,11633.68,2630.69,0,0,1,1,False,True,False,False,1.0,2,2,3,False,False,True,False,False,False,False,False
73,3224.83,0.093,572,14464.31,11.13,60,315.43,7,48613.0,28031.8,3,0,1,1,False,False,True,False,1.0,1,2,6,False,False,False,False,True,False,False,False
40,1188.99,0.148,779,500.0,8.96,60,10.37,4,16059.11,3282.5,2,0,1,1,False,False,True,False,2.0,0,3,2,False,True,False,False,False,False,False,False
54,4144.62,0.127,664,6438.07,13.22,60,147.21,5,38533.96,34218.28,3,0,1,0,False,True,False,False,3.0,0,2,4,False,False,True,False,False,False,False,False
32,3064.42,0.247,711,19883.59,11.85,60,440.79,3,43267.84,34076.14,3,0,1,0,False,True,False,False,2.0,0,1,3,False,False,False,False,True,False,False,False
53,1416.38,0.19,630,29039.15,12.12,60,647.72,3,13230.01,10631.3,4,0,1,0,False,True,False,False,2.0,0,3,4,False,False,False,False,True,False,False,False
44,2558.85,0.119,581,10596.45,14.11,60,247.17,4,27411.26,21583.11,1,0,0,1,False,True,False,False,3.0,0,4,5,True,False,False,False,False,False,False,False
40,2891.85,0.549,720,27410.57,15.93,36,962.73,4,27460.96,20899.24,3,0,0,0,False,True,False,False,1.0,0,4,3,False,False,True,False,False,False,False,False
25,9162.87,0.09,706,17206.11,12.55,36,576.02,5,101554.53,36667.9,4,0,1,1,False,False,True,False,2.0,0,3,3,False,True,False,False,False,False,False,False
58,1173.27,0.164,676,18211.81,13.24,36,615.74,4,25103.46,12763.06,1,0,1,1,False,True,False,False,2.0,0,4,3,False,False,False,False,False,False,False,True
50,3275.39,0.181,719,2362.77,8.54,36,74.63,8,57992.46,53631.77,2,0,1,1,False,False,False,True,2.0,0,1,3,False,False,True,False,False,False,False,False
44,3386.8,0.052,692,15370.94,9.95,36,495.62,3,24836.25,5212.1,3,0,1,1,False,True,False,False,2.0,0,3,3,False,False,True,False,False,False,False,False
63,2509.59,0.063,626,26124.7,12.42,60,586.69,5,26831.31,11697.76,1,0,1,0,False,False,True,False,1.0,0,5,4,False,False,True,False,False,False,False,False
60,2498.16,0.063,684,11830.38,12.22,36,394.18,6,24250.14,17593.05,1,0,1,1,False,False,False,True,2.0,0,3,3,False,False,True,False,False,False,False,False
27,1658.4,0.32,703,19437.23,11.82,60,430.6,4,26106.81,21061.6,1,0,1,0,False,False,True,False,0.0,0,2,3,False,False,True,False,False,False,False,False
56,3814.24,0.297,566,13738.04,15.33,60,329.21,5,50523.72,23047.46,4,0,0,1,False,False,True,False,2.0,0,4,6,True,False,False,False,False,False,False,False
58,2315.05,0.132,698,8217.33,12.57,60,185.17,5,19225.89,17920.01,1,0,1,0,False,False,True,False,2.0,2,1,3,False,False,True,False,False,False,False,False
36,2134.14,0.116,702,21367.22,12.42,36,713.99,5,20597.2,7233.0,0,0,1,0,False,False,True,False,2.0,0,3,3,False,False,False,True,False,False,False,False
72,4958.99,0.134,757,500.0,8.18,60,10.18,2,80088.84,12796.38,3,0,1,1,False,False,True,False,1.0,2,5,2,False,False,True,False,False,False,False,False
35,4716.8,0.358,660,20952.62,12.77,36,703.66,4,72892.4,42588.19,3,0,1,0,False,True,False,False,2.0,0,2,4,False,False,False,False,False,False,True,False
66,6186.71,0.181,644,20277.07,8.58,36,640.85,4,73502.09,49591.34,5,0,0,0,False,True,False,False,0.0,4,1,4,False,False,True,False,False,False,False,False
43,2198.37,0.132,623,16676.76,13.14,60,380.64,3,39831.47,14675.43,4,0,0,0,False,True,False,False,2.0,4,5,4,False,False,True,False,False,False,False,False
32,8140.51,0.404,632,3327.11,14.02,36,113.75,7,88438.8,40611.57,2,0,1,0,False,True,False,False,2.0,0,1,4,False,False,True,False,False,False,False,False
49,1661.79,0.49,694,15105.13,12.21,36,503.22,2,23168.85,21012.44,2,0,1,0,False,True,False,False,0.0,2,3,3,False,False,True,False,False,False,False,False
64,2197.54,0.333,695,14075.07,16.02,36,494.98,5,30739.61,3597.06,1,0,1,1,False,True,False,False,2.0,0,1,3,False,False,False,False,False,False,True,False
68,952.94,0.29,631,22614.24,14.58,36,779.29,4,10147.56,4159.54,3,0,1,0,True,False,False,False,2.0,2,1,4,False,False,False,False,False,False,True,False
35,1348.09,0.141,762,6493.45,9.07,36,206.7,6,22473.59,4869.9,0,0,1,1,False,False,True,False,1.0,0,1,2,False,True,False,False,False,False,False,False
49,6532.51,0.173,737,500.0,11.41,36,16.47,6,66383.27,29387.53,2,0,1,1,False,False,True,False,1.0,0,3,3,False,False,True,False,False,False,False,False
65,1736.89,0.155,707,23443.1,12.4,36,783.13,4,28585.25,16555.1,3,0,1,0,False,False,True,False,3.0,0,3,3,False,False,False,False,False,False,True,False
63,3868.86,0.341,745,16790.48,11.32,60,367.75,4,33406.73,14941.14,4,0,1,1,False,False,True,False,0.0,1,3,2,False,False,True,False,False,False,False,False
69,1046.91,0.246,696,10258.34,15.29,60,245.61,8,25333.75,19798.57,2,0,1,1,False,True,False,False,2.0,0,5,3,False,False,False,False,True,False,False,False
41,2805.02,0.121,689,17709.09,11.88,36,587.18,5,33595.17,10253.61,1,0,1,1,False,False,True,False,1.0,0,3,3,True,False,False,False,False,False,False,False
35,513.87,0.155,624,21736.36,14.5,36,748.19,4,9276.01,5090.62,1,0,0,1,False,True,False,False,2.0,4,5,4,False,False,False,False,False,False,False,True
34,1868.3,0.118,728,16309.88,8.29,36,513.28,6,22148.3,20691.69,1,0,1,1,False,False,True,False,2.0,0,2,3,False,True,False,False,False,False,False,False
62,4104.26,0.344,644,1995.06,16.99,36,71.12,1,27959.05,25090.47,3,0,0,2,False,True,False,False,1.0,0,5,4,False,False,True,False,False,False,False,False
64,5163.74,0.15,759,5545.57,12.39,60,124.45,3,85967.22,64926.78,1,0,1,1,False,False,True,False,2.0,0,1,2,False,False,False,False,False,True,False,False
36,4088.45,0.033,804,25569.52,9.08,36,814.06,3,74125.63,66118.63,2,0,1,0,False,True,False,False,1.0,0,1,1,False,False,True,False,False,False,False,False
35,9489.59,0.259,685,14422.15,12.78,60,326.53,8,117633.79,95619.59,2,0,0,1,True,False,False,False,3.0,3,2,3,False,False,True,False,False,False,False,False
62,2556.48,0.174,657,20731.05,14.41,36,712.67,4,39664.17,27486.68,1,0,1,0,False,False,True,False,2.0,2,5,4,False,False,False,False,False,True,False,False
24,3684.81,0.01,736,9544.8,10.6,36,310.68,5,49588.96,10327.83,0,0,1,2,False,False,True,False,3.0,0,2,3,False,False,True,False,False,False,False,False
47,3146.46,0.289,729,4380.15,12.77,36,147.1,5,33677.44,28104.24,2,0,1,1,False,False,True,False,3.0,0,3,3,False,False,False,True,False,False,False,False
43,5970.21,0.263,681,14041.43,11.11,36,460.43,5,108739.41,82673.99,4,0,0,0,False,True,False,False,1.0,0,4,3,False,False,True,False,False,False,False,False
49,3869.54,0.203,730,13403.46,9.18,36,427.35,5,48447.98,10022.49,2,1,1,2,False,False,True,False,2.0,0,2,3,False,False,False,False,True,False,False,False
61,3227.89,0.031,722,33407.26,16.36,36,1180.45,10,39134.14,5344.29,2,0,1,0,False,True,False,False,1.0,0,1,3,False,False,False,True,False,False,False,False
73,9035.1,0.07,700,5321.9,15.0,36,184.49,5,152067.04,28559.06,1,0,1,1,False,False,True,False,3.0,0,3,3,False,False,True,False,False,False,False,False
72,1851.33,0.179,753,10134.33,14.04,60,236.02,4,33488.36,27617.97,2,0,1,0,False,False,True,False,2.0,0,2,2,True,False,False,False,False,False,False,False
29,4782.27,0.01,581,500.0,12.09,36,16.63,8,55422.95,15742.1,1,0,0,0,False,True,False,False,2.0,4,4,5,False,False,True,False,False,False,False,False
73,3098.13,0.209,758,19648.86,11.25,36,645.61,8,51859.51,33737.14,2,0,1,1,False,False,True,False,2.0,1,3,2,True,False,False,False,False,False,False,False
72,1097.18,0.068,568,25287.53,16.19,36,891.41,3,16406.04,11857.85,2,0,1,1,False,True,False,False,1.0,0,5,6,False,False,False,False,False,False,True,False
63,2874.67,0.093,666,33238.93,10.44,60,713.45,5,28604.91,14986.13,3,0,0,1,False,False,True,False,1.0,3,1,4,False,False,True,False,False,False,False,False
63,5041.87,0.186,715,20543.72,10.35,60,440.04,6,94290.07,6033.19,5,0,1,1,False,True,False,False,3.0,0,2,3,False,True,False,False,False,False,False,False
27,2962.96,0.163,717,17472.4,10.31,36,566.33,7,50816.54,23063.18,1,0,1,0,False,True,False,False,2.0,0,1,3,False,False,True,False,False,False,False,False
73,1494.48,0.083,644,14654.66,13.13,60,334.41,2,19888.38,3706.3,2,0,1,1,False,True,False,False,2.0,0,4,4,False,False,True,False,False,False,False,False
62,3030.61,0.013,850,26161.3,6.98,36,807.55,6,47094.48,41389.89,1,0,1,1,False,False,True,False,3.0,0,5,1,False,False,False,False,True,False,False,False
24,788.5,0.272,848,28351.92,4.29,36,840.72,5,11342.59,8599.78,0,0,1,0,False,False,True,False,2.0,0,2,1,False,False,False,False,False,False,True,False
25,4978.88,0.14,656,6742.08,15.35,36,234.87,5,53024.94,8585.91,3,0,0,1,False,True,False,False,3.0,0,3,4,False,False,False,False,False,False,True,False
25,1436.81,0.071,693,11349.86,10.52,36,369.01,5,16325.99,11296.79,0,0,1,1,False,False,True,False,3.0,1,2,3,False,False,False,True,False,False,False,False
31,4658.49,0.033,650,10706.39,15.37,60,256.79,6,86845.11,72095.39,3,0,1,0,False,False,True,False,3.0,1,3,4,False,False,False,True,False,False,False,False
61,3388.71,0.142,601,24884.99,11.9,60,552.3,6,62021.61,34258.96,4,0,0,1,False,True,False,False,3.0,0,1,5,False,False,False,False,False,True,False,False
48,900.01,0.089,635,18669.94,16.89,60,462.89,2,10694.91,4054.75,0,0,1,1,False,False,True,False,2.0,0,2,4,False,False,False,False,False,False,True,False
36,2604.97,0.158,726,8441.44,13.36,36,285.89,6,40271.91,23861.09,2,0,1,1,False,True,False,False,3.0,0,5,3,False,False,False,False,True,False,False,False
61,2483.48,0.105,643,14320.42,11.02,36,468.97,1,37186.23,29804.08,1,0,1,0,True,False,False,False,3.0,0,1,4,False,False,True,False,False,False,False,False
74,1793.28,0.104,617,1773.91,10.66,36,57.79,3,19231.45,3091.24,2,0,1,0,False,False,True,False,1.0,0,2,4,False,False,False,False,True,False,False,False
50,4792.82,0.125,700,20547.2,10.95,36,672.2,1,37341.0,13319.3,1,0,1,0,True,False,False,False,2.0,0,4,3,False,False,True,False,False,False,False,False
24,863.59,0.113,548,6737.16,15.16,60,160.84,6,11551.9,10218.87,4,0,1,1,False,True,False,False,1.0,0,2,6,False,True,False,False,False,False,False,False
22,1478.76,0.121,689,24929.25,15.71,36,872.87,5,27902.49,13715.38,0,1,0,0,False,False,True,False,1.0,0,3,3,False,False,True,False,False,False,False,False
66,2706.08,0.019,665,22436.3,11.73,36,742.32,10,48176.9,36533.63,2,2,1,0,False,False,True,False,3.0,0,5,4,False,False,True,False,False,False,False,False
23,8618.73,0.076,771,13534.63,12.09,36,450.13,5,120355.3,10968.44,3,0,1,1,False,True,False,False,0.0,0,5,2,True,False,False,False,False,False,False,False
70,5919.62,0.148,687,12410.79,11.68,36,410.32,2,104204.7,49841.49,3,0,1,0,False,True,False,False,2.0,0,1,3,False,False,False,False,False,True,False,False
41,2244.85,0.08,736,6991.87,11.05,60,152.19,5,39647.5,6952.96,1,0,1,0,False,False,True,False,2.0,0,1,3,True,False,False,False,False,False,False,False
26,1984.92,0.206,679,12660.66,10.43,36,411.08,10,25407.14,15168.01,2,0,1,1,False,False,True,False,2.0,0,1,3,False,False,False,False,False,False,False,True
63,6758.52,0.23,700,500.0,11.79,36,16.56,4,53196.2,48112.14,3,0,0,1,False,False,True,False,3.0,0,3,3,False,False,True,False,False,False,False,False
73,5250.5,0.301,667,26677.51,11.14,36,875.16,1,41340.3,19447.67,1,0,1,1,False,True,False,False,2.0,2,4,4,True,False,False,False,False,False,False,False
38,2702.78,0.067,668,27176.4,13.65,60,627.43,6,39591.16,8832.77,2,0,1,1,False,False,True,False,2.0,0,4,4,False,False,False,True,False,False,False,False
64,5202.24,0.053,749,14611.23,9.19,36,465.93,2,78110.33,43325.02,1,0,1,0,False,True,False,False,3.0,0,1,2,True,False,False,False,False,False,False,False
25,5875.79,0.069,693,19174.89,11.96,36,636.51,4,76716.93,58454.67,0,0,1,0,True,False,False,False,0.0,2,1,3,False,False,False,False,False,False,True,False
29,2149.96,0.139,615,10891.49,13.97,36,372.09,3,36259.8,15137.51,2,0,0,1,False,True,False,False,3.0,4,3,4,False,False,True,False,False,False,False,False
40,3630.36,0.126,670,19384.1,17.5,36,695.93,4,39031.08,2805.83,1,0,1,0,False,False,True,False,2.0,2,5,3,False,False,False,False,False,True,False,False
48,1064.48,0.117,775,9320.06,10.98,60,202.55,1,19873.6,17546.51,3,0,1,0,False,False,True,False,1.0,0,4,2,False,False,True,False,False,False,False,False
46,4157.04,0.212,646,500.0,15.26,60,11.96,6,71386.63,24607.94,2,0,1,1,False,True,False,False,3.0,0,2,4,False,False,False,False,False,True,False,False
38,3452.62,0.35,666,24421.85,14.94,36,845.87,11,70544.63,60235.97,3,0,0,0,True,False,False,False,2.0,3,3,4,False,False,True,False,False,False,False,False
39,2388.19,0.235,653,17020.5,15.74,36,596.21,3,45331.95,31447.57,0,0,0,0,False,True,False,False,3.0,0,5,4,False,False,False,True,False,False,False,False
23,1578.59,0.361,656,11042.26,11.81,60,244.57,3,14634.35,12318.69,1,0,1,1,False,True,False,False,2.0,0,5,4,False,False,True,False,False,False,False,False
29,1547.94,0.013,738,16082.78,11.01,36,526.61,7,27557.22,18592.37,1,0,1,1,False,False,True,False,1.0,0,4,3,False,False,True,False,False,False,False,False
56,6998.72,0.166,690,15065.7,12.25,60,337.03,3,106092.92,64619.92,5,2,1,1,False,True,False,False,1.0,0,1,3,False,False,False,False,True,False,False,False
51,6126.14,0.193,755,11535.43,14.13,60,269.19,6,51355.26,47984.49,2,0,1,1,False,True,False,False,2.0,0,2,2,True,False,False,False,False,False,False,False
69,14614.72,0.182,539,15174.98,17.12,36,541.94,1,196911.79,82481.65,3,0,0,1,True,False,False,False,1.0,4,1,6,False,False,True,False,False,False,False,False
37,1468.28,0.201,707,14148.67,9.12,36,450.71,4,21902.07,12020.54,2,0,0,1,False,True,False,False,3.0,4,2,3,False,False,True,False,False,False,False,False
